WEATHER,LOCATION,DATE,TAVG,TMAX,TMIN
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/22/2002,48,63,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/23/2002,57,74,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/24/2002,64,76,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/25/2002,62,76,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/26/2002,64,71,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/27/2002,66,80,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/28/2002,70,79,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/29/2002,70,81,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/30/2002,74,84,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/31/2002,74,84,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/1/2002,71,81,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/2/2002,65,74,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/3/2002,63,73,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/4/2002,72,87,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/5/2002,76,85,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/6/2002,62,67,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/7/2002,65,75,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/8/2002,67,80,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/9/2002,72,83,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/10/2002,75,86,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/11/2002,77,86,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/12/2002,76,82,70
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/13/2002,70,73,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/14/2002,67,75,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/15/2002,60,63,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/16/2002,63,71,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/17/2002,63,72,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/18/2002,65,76,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/19/2002,68,82,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/20/2002,73,85,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/21/2002,74,85,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/22/2002,75,86,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/23/2002,77,87,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/24/2002,77,87,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/25/2002,79,89,69
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/26/2002,78,87,69
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/27/2002,75,85,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/28/2002,73,80,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/29/2002,73,83,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/30/2002,75,85,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/1/2002,76,86,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/2/2002,79,88,70
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/3/2002,81,90,72
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/4/2002,81,90,71
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/5/2002,73,82,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/6/2002,69,80,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/7/2002,71,82,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/8/2002,74,88,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/9/2002,77,84,69
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/10/2002,73,81,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/11/2002,66,75,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/12/2002,68,81,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/13/2002,69,77,61
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/14/2002,75,84,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/15/2002,76,88,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/16/2002,78,89,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/17/2002,78,92,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/18/2002,77,86,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/19/2002,74,81,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/20/2002,72,85,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/21/2002,76,88,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/22/2002,80,91,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/23/2002,76,83,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/24/2002,73,82,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/25/2002,72,81,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/26/2002,77,85,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/27/2002,76,83,69
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/28/2002,82,91,72
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/29/2002,82,91,73
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/30/2002,78,85,71
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/31/2002,79,90,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/1/2002,81,93,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/2/2002,82,94,69
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/3/2002,82,92,71
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/4/2002,81,93,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/5/2002,76,87,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/6/2002,68,77,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/7/2002,65,76,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/8/2002,66,78,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/9/2002,69,82,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/10/2002,74,87,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/11/2002,78,91,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/12/2002,77,88,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/13/2002,76,88,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/14/2002,82,92,72
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/15/2002,81,89,72
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/16/2002,79,87,71
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/17/2002,76,84,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/18/2002,80,88,71
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/19/2002,76,82,70
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/20/2002,72,79,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/21/2002,73,87,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/22/2002,79,91,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/23/2002,75,83,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/24/2002,73,79,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/25/2002,71,78,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/26/2002,71,80,61
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/27/2002,73,83,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/28/2002,69,75,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/29/2002,67,76,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/30/2002,68,80,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/31/2002,70,82,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/1/2002,69,78,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/2/2002,71,84,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/3/2002,79,91,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/4/2002,72,80,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/5/2002,68,78,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/6/2002,70,83,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/7/2002,74,87,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/8/2002,75,89,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/9/2002,75,91,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/10/2002,74,88,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/11/2002,67,75,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/12/2002,64,74,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/13/2002,65,82,47
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/14/2002,72,83,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/15/2002,72,75,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/16/2002,70,77,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/17/2002,66,76,55
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/18/2002,69,82,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/19/2002,75,84,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/20/2002,78,87,69
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/21/2002,69,74,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/22/2002,67,76,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/23/2002,59,69,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/24/2002,60,74,46
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/25/2002,61,71,51
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/26/2002,59,62,55
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/27/2002,66,75,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/28/2002,61,67,55
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/29/2002,61,73,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/30/2002,67,79,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/1/2002,69,78,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/2/2002,71,80,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/3/2002,73,81,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/4/2002,75,84,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/5/2002,60,69,51
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/6/2002,58,72,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/7/2002,54,64,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/8/2002,49,60,38
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/9/2002,56,64,47
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/10/2002,61,68,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/11/2002,58,60,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/12/2002,58,59,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/13/2002,54,62,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/14/2002,46,54,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/15/2002,51,62,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/16/2002,55,62,47
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/17/2002,42,47,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/18/2002,45,55,34
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/19/2002,49,54,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/20/2002,45,53,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/21/2002,46,54,38
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/22/2002,48,62,34
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/23/2002,47,52,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/24/2002,43,48,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/25/2002,47,54,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/26/2002,53,57,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/27/2002,47,51,43
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/28/2002,45,50,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/29/2002,37,39,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/30/2002,36,37,34
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/31/2002,41,47,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/1/2002,36,42,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/2/2002,36,44,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/3/2002,37,47,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/4/2002,40,42,38
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/5/2002,41,46,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/6/2002,43,48,38
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/7/2002,39,41,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/8/2002,50,62,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/9/2002,56,63,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/10/2002,63,69,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/11/2002,53,60,46
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/12/2002,44,46,41
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/13/2002,44,49,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/14/2002,47,58,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/15/2002,48,55,41
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/16/2002,44,45,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/17/2002,38,42,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/18/2002,34,39,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/19/2002,40,47,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/20/2002,44,54,34
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/21/2002,45,51,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/22/2002,39,46,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/23/2002,33,37,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/24/2002,42,49,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/25/2002,36,40,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/26/2002,33,38,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/27/2002,29,34,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/28/2002,23,28,18
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/29/2002,38,48,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/30/2002,37,47,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/1/2002,24,28,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/2/2002,30,38,21
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/3/2002,18,23,13
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/4/2002,30,49,11
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/5/2002,25,28,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/6/2002,22,26,18
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/7/2002,27,37,17
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/8/2002,28,36,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/9/2002,22,29,14
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/10/2002,28,37,19
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/11/2002,31,33,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/12/2002,35,37,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/13/2002,31,38,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/14/2002,34,35,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/15/2002,37,42,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/16/2002,30,38,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/17/2002,27,34,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/18/2002,39,45,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/19/2002,48,61,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/20/2002,46,54,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/21/2002,38,43,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/22/2002,37,42,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/23/2002,34,38,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/24/2002,27,31,23
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/25/2002,31,34,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/26/2002,27,29,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/27/2002,26,28,23
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/28/2002,27,32,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/29/2002,32,35,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/30/2002,37,47,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/31/2002,52,58,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/1/2003,40,45,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/2/2003,35,39,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/3/2003,32,38,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/4/2003,26,28,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/5/2003,28,30,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/6/2003,25,30,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/7/2003,23,33,12
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/8/2003,39,45,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/9/2003,43,48,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/10/2003,28,37,19
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/11/2003,19,22,15
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/12/2003,19,25,13
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/13/2003,23,30,16
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/14/2003,20,22,17
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/15/2003,16,18,13
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/16/2003,13,19,7
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/17/2003,14,22,6
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/18/2003,10,18,2
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/19/2003,19,23,15
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/20/2003,22,26,17
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/21/2003,14,20,8
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/22/2003,10,14,5
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/23/2003,0,13,3
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/24/2003,16,18,13
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/25/2003,19,24,13
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/26/2003,25,42,7
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/27/2003,0,12,1
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/28/2003,20,29,10
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/29/2003,28,32,23
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/30/2003,29,36,21
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/31/2003,31,38,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/1/2003,34,35,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/2/2003,34,36,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/3/2003,39,50,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/4/2003,35,48,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/5/2003,21,25,17
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/6/2003,24,32,16
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/7/2003,24,30,18
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/8/2003,16,22,9
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/9/2003,26,32,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/10/2003,25,32,17
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/11/2003,20,27,12
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/12/2003,22,31,13
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/13/2003,19,24,14
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/14/2003,24,32,15
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/15/2003,26,32,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/16/2003,17,20,14
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/17/2003,25,32,18
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/18/2003,27,28,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/19/2003,33,38,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/20/2003,32,39,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/21/2003,31,43,19
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/22/2003,41,45,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/23/2003,34,47,21
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/24/2003,25,30,19
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/25/2003,18,23,13
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/26/2003,21,27,15
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/27/2003,30,35,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/28/2003,36,41,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/1/2003,36,38,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/2/2003,26,38,13
