WEATHER,LOCATION,DATE,TAVG,TMAX,TMIN
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/22/2004,44,48,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/23/2004,49,59,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/24/2004,55,60,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/25/2004,44,60,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/26/2004,32,39,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/27/2004,46,54,38
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/28/2004,42,47,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/29/2004,36,40,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/30/2004,44,53,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/1/2004,44,53,34
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/2/2004,36,42,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/3/2004,34,39,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/4/2004,34,44,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/5/2004,42,47,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/6/2004,44,50,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/7/2004,59,68,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/8/2004,44,49,38
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/9/2004,42,48,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/10/2004,50,55,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/11/2004,39,46,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/12/2004,36,39,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/13/2004,33,39,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/14/2004,24,28,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/15/2004,23,26,19
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/16/2004,29,39,19
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/17/2004,30,34,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/18/2004,32,42,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/19/2004,23,40,6
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/20/2004,8,14,1
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/21/2004,28,44,12
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/22/2004,46,54,38
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/23/2004,38,55,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/24/2004,17,23,11
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/25/2004,14,21,6
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/26/2004,24,29,18
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/27/2004,0,,
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/28/2004,28,42,13
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/29/2004,43,44,41
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/30/2004,45,50,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/31/2004,53,56,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/1/2005,49,56,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/2/2005,53,63,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/3/2005,56,57,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/4/2005,49,56,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/5/2005,39,42,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/6/2005,42,51,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/7/2005,33,36,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/8/2005,41,48,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/9/2005,37,41,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/10/2005,39,45,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/11/2005,42,51,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/12/2005,57,62,51
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/13/2005,62,70,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/14/2005,37,53,21
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/15/2005,24,30,18
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/16/2005,20,25,15
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/17/2005,11,15,6
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/18/2005,8,13,2
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/19/2005,20,29,11
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/20/2005,23,27,18
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/21/2005,13,18,7
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/22/2005,20,31,9
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/23/2005,9,14,3
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/24/2005,11,22,0
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/25/2005,28,34,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/26/2005,28,41,14
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/27/2005,13,19,7
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/28/2005,16,27,4
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/29/2005,27,34,19
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/30/2005,33,39,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/31/2005,29,38,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/1/2005,30,39,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/2/2005,33,45,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/3/2005,35,37,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/4/2005,34,42,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/5/2005,36,47,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/6/2005,42,54,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/7/2005,47,58,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/8/2005,45,49,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/9/2005,40,48,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/10/2005,26,31,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/11/2005,0,,
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/12/2005,35,43,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/13/2005,35,41,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/14/2005,44,48,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/15/2005,50,61,38
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/16/2005,40,49,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/17/2005,26,31,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/18/2005,17,20,13
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/19/2005,23,32,13
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/20/2005,32,37,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/21/2005,41,50,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/22/2005,35,39,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/23/2005,31,34,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/24/2005,26,29,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/25/2005,26,31,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/26/2005,28,37,18
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/27/2005,26,38,13
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/28/2005,32,35,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/1/2005,27,31,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/2/2005,22,25,19
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/3/2005,20,27,12
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/4/2005,23,35,11
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/5/2005,33,40,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/6/2005,40,51,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/7/2005,48,60,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/8/2005,25,36,14
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/9/2005,19,25,13
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/10/2005,22,28,16
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/11/2005,30,35,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/12/2005,30,36,23
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/13/2005,29,35,23
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/14/2005,27,37,17
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/15/2005,32,41,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/16/2005,34,41,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/17/2005,40,50,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/18/2005,42,54,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/19/2005,44,56,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/20/2005,39,42,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/21/2005,35,38,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/22/2005,39,48,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/23/2005,41,44,38
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/24/2005,35,38,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/25/2005,38,41,34
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/26/2005,41,45,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/27/2005,44,54,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/28/2005,45,49,41
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/29/2005,49,58,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/30/2005,57,73,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/31/2005,62,74,50
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/1/2005,51,59,43
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/2/2005,42,50,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/3/2005,39,46,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/4/2005,47,58,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/5/2005,57,77,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/6/2005,65,79,50
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/7/2005,61,68,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/8/2005,56,67,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/9/2005,57,69,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/10/2005,61,75,47
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/11/2005,62,72,51
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/12/2005,48,59,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/13/2005,53,66,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/14/2005,55,70,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/15/2005,53,65,41
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/16/2005,55,69,41
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/17/2005,59,74,43
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/18/2005,63,78,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/19/2005,67,80,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/20/2005,67,79,55
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/21/2005,53,58,47
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/22/2005,55,63,47
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/23/2005,45,57,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/24/2005,35,38,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/25/2005,45,57,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/26/2005,57,70,43
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/27/2005,50,57,43
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/28/2005,49,54,43
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/29/2005,51,57,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/30/2005,52,59,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/1/2005,48,55,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/2/2005,46,51,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/3/2005,45,50,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/4/2005,47,58,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/5/2005,53,67,38
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/6/2005,58,66,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/7/2005,56,67,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/8/2005,60,73,46
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/9/2005,61,78,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/10/2005,66,82,50
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/11/2005,72,84,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/12/2005,60,67,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/13/2005,62,77,47
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/14/2005,68,76,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/15/2005,59,67,50
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/16/2005,50,56,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/17/2005,55,64,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/18/2005,58,70,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/19/2005,60,69,51
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/20/2005,54,60,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/21/2005,56,69,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/22/2005,63,75,50
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/23/2005,59,65,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/24/2005,54,58,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/25/2005,56,67,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/26/2005,62,76,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/27/2005,64,74,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/28/2005,58,67,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/29/2005,58,69,46
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/30/2005,59,68,50
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/31/2005,60,74,46
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/1/2005,67,79,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/2/2005,64,71,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/3/2005,61,65,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/4/2005,69,79,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/5/2005,73,85,61
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/6/2005,74,83,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/7/2005,74,87,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/8/2005,76,88,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/9/2005,77,87,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/10/2005,78,88,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/11/2005,79,88,69
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/12/2005,78,87,69
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/13/2005,79,86,71
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/14/2005,78,89,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/15/2005,72,78,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/16/2005,63,71,55
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/17/2005,62,71,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/18/2005,64,75,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/19/2005,66,75,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/20/2005,68,80,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/21/2005,70,82,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/22/2005,73,82,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/23/2005,71,84,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/24/2005,74,88,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/25/2005,77,92,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/26/2005,81,93,69
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/27/2005,80,91,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/28/2005,81,93,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/29/2005,76,86,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/30/2005,77,88,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/1/2005,75,85,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/2/2005,70,80,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/3/2005,73,85,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/4/2005,78,90,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/5/2005,77,85,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/6/2005,74,83,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/7/2005,71,79,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/8/2005,74,84,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/9/2005,73,85,61
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/10/2005,74,87,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/11/2005,77,91,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/12/2005,81,93,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/13/2005,80,89,71
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/14/2005,78,85,70
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/15/2005,81,91,71
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/16/2005,81,88,73
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/17/2005,81,89,72
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/18/2005,80,86,73
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/19/2005,81,89,72
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/20/2005,79,89,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/21/2005,77,85,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/22/2005,79,87,70
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/23/2005,75,85,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/24/2005,72,82,61
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/25/2005,80,92,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/26/2005,80,93,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/27/2005,76,86,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/28/2005,72,82,61
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/29/2005,74,85,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/30/2005,75,87,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/31/2005,77,90,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/1/2005,,92,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/2/2005,,94,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/3/2005,,93,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/4/2005,,95,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/5/2005,,79,69
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/6/2005,,84,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/7/2005,,88,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/8/2005,,78,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/9/2005,,87,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/10/2005,,90,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/11/2005,,89,70
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/12/2005,,93,69
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/13/2005,,95,71
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/14/2005,,87,70
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/15/2005,,79,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/16/2005,,74,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/17/2005,,84,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/18/2005,,86,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/19/2005,,85,69
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/20/2005,,92,70
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/21/2005,,84,70
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/22/2005,,78,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/23/2005,,74,55
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/24/2005,,78,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/25/2005,,80,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/26/2005,,72,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/27/2005,,71,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/28/2005,,84,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/29/2005,,69,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/30/2005,,77,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/31/2005,,73,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/1/2005,,,
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/2/2005,,,
