WEATHER,LOCATION,DATE,TMAX,TAVG,TMIN
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/9/2012,,72,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/10/2012,,70,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/11/2012,,75,47
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/12/2012,,81,50
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/13/2012,,82,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/14/2012,,83,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/15/2012,,72,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/16/2012,,73,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/17/2012,,77,47
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/18/2012,,69,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/19/2012,,65,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/20/2012,,74,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/21/2012,,76,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/22/2012,,71,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/23/2012,,62,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/24/2012,,62,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/25/2012,,68,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/26/2012,,67,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/27/2012,,67,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/28/2012,,64,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/29/2012,,66,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",9/30/2012,,60,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/1/2012,,65,43
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/2/2012,,74,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/3/2012,,75,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/4/2012,,74,61
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/5/2012,,77,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/6/2012,,65,46
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/7/2012,,49,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/8/2012,,48,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/9/2012,,59,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/10/2012,,54,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/11/2012,,58,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/12/2012,,56,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/13/2012,,66,34
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/14/2012,,77,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/15/2012,,70,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/16/2012,,56,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/17/2012,,71,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/18/2012,,70,47
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/19/2012,,66,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/20/2012,,53,47
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/21/2012,,60,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/22/2012,,72,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/23/2012,,78,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/24/2012,,77,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/25/2012,,82,55
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/26/2012,,77,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/27/2012,,54,46
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/28/2012,,46,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/29/2012,,42,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/30/2012,,47,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/31/2012,,41,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/1/2012,,43,38
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/2/2012,,43,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/3/2012,,45,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/4/2012,,40,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/5/2012,,41,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/6/2012,,49,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/7/2012,,42,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/8/2012,,46,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/9/2012,,54,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/10/2012,,66,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/11/2012,,71,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/12/2012,,71,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/13/2012,,39,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/14/2012,,39,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/15/2012,,49,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/16/2012,,50,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/17/2012,,55,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/18/2012,,56,34
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/19/2012,,52,34
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/20/2012,,54,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/21/2012,,58,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/22/2012,,59,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/23/2012,,50,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/24/2012,,32,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/25/2012,,39,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/26/2012,,45,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/27/2012,,37,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/28/2012,,40,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/29/2012,,45,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/30/2012,,54,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/1/2012,,58,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/2/2012,,60,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/3/2012,,60,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/4/2012,,66,46
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/5/2012,,46,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/6/2012,,47,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/7/2012,,51,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/8/2012,,56,43
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/9/2012,,56,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/10/2012,,57,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/11/2012,,38,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/12/2012,,40,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/13/2012,,44,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/14/2012,,49,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/15/2012,,51,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/16/2012,,57,47
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/17/2012,,55,46
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/18/2012,,47,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/19/2012,,45,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/20/2012,,46,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/21/2012,,42,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/22/2012,,31,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/23/2012,,39,21
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/24/2012,,39,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/25/2012,,35,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/26/2012,,32,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/27/2012,,32,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/28/2012,,32,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/29/2012,,32,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/30/2012,,29,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/31/2012,,34,19
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/1/2013,,32,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/2/2013,,26,17
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/3/2013,,32,15
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/4/2013,,31,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/5/2013,,35,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/6/2013,,38,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/7/2013,,34,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/8/2013,,43,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/9/2013,,45,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/10/2013,,41,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/11/2013,,54,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/12/2013,,62,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/13/2013,,69,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/14/2013,,58,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/15/2013,,33,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/16/2013,,34,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/17/2013,,34,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/18/2013,,32,19
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/19/2013,,52,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/20/2013,,47,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/21/2013,,26,12
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/22/2013,,13,6
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/23/2013,,16,6
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/24/2013,,23,12
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/25/2013,,19,12
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/26/2013,,28,19
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/27/2013,,31,15
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/28/2013,,50,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/29/2013,,68,50
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/30/2013,,67,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/31/2013,,49,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/1/2013,,22,9
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/2/2013,,23,6
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/3/2013,,25,17
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/4/2013,,26,16
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/5/2013,,31,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/6/2013,,31,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/7/2013,,41,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/8/2013,,37,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/9/2013,,33,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/10/2013,,50,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/11/2013,,60,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/12/2013,,41,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/13/2013,,38,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/14/2013,,41,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/15/2013,,38,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/16/2013,,28,21
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/17/2013,,23,14
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/18/2013,,43,9
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/19/2013,,45,23
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/20/2013,,23,17
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/21/2013,,25,18
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/22/2013,,37,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/23/2013,,43,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/24/2013,,32,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/25/2013,,42,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/26/2013,,40,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/27/2013,,43,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/28/2013,,34,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/1/2013,,31,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/2/2013,,30,23
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/3/2013,,27,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/4/2013,,36,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/5/2013,,45,19
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/6/2013,,40,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/7/2013,,41,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/8/2013,,36,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/9/2013,,53,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/10/2013,,69,41
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/11/2013,,63,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/12/2013,,45,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/13/2013,,38,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/14/2013,,38,23
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/15/2013,,49,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/16/2013,,40,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/17/2013,,37,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/18/2013,,40,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/19/2013,,44,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/20/2013,,40,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/21/2013,,28,18
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/22/2013,,33,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/23/2013,,47,21
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/24/2013,,43,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/25/2013,,35,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/26/2013,,40,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/27/2013,,41,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/28/2013,,42,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/29/2013,,52,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/30/2013,,54,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/31/2013,,48,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/1/2013,,45,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/2/2013,,40,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/3/2013,,40,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/4/2013,,53,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/5/2013,,55,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/6/2013,,59,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/7/2013,,74,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/8/2013,,75,50
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/9/2013,,81,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/10/2013,,81,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/11/2013,,75,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/12/2013,,66,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/13/2013,,55,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/14/2013,,62,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/15/2013,,67,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/16/2013,,80,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/17/2013,,67,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/18/2013,,84,61
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/19/2013,,71,43
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/20/2013,,47,34
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/21/2013,,53,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/22/2013,,62,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/23/2013,,70,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/24/2013,,71,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/25/2013,,58,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/26/2013,,61,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/27/2013,,73,43
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/28/2013,,60,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/29/2013,,64,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/30/2013,,72,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/1/2013,,75,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/2/2013,,77,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/3/2013,,74,51
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/4/2013,,71,46
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/5/2013,,73,50
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/6/2013,,69,46
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/7/2013,,68,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/8/2013,,74,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/9/2013,,78,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/10/2013,,75,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/11/2013,,61,51
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/12/2013,,53,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/13/2013,,53,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/14/2013,,62,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/15/2013,,86,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/16/2013,,78,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/17/2013,,81,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/18/2013,,82,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/19/2013,,77,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/20/2013,,84,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/21/2013,,86,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/22/2013,,86,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/23/2013,,77,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/24/2013,,49,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/25/2013,,63,34
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/26/2013,,67,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/27/2013,,62,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/28/2013,,80,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/29/2013,,85,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/30/2013,,87,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/31/2013,,88,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/1/2013,,88,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/2/2013,,81,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/3/2013,,68,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/4/2013,,74,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/5/2013,,82,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/6/2013,,71,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/7/2013,,66,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/8/2013,,72,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/9/2013,,83,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/10/2013,,75,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/11/2013,,78,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/12/2013,,82,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/13/2013,,74,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/14/2013,,74,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/15/2013,,77,55
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/16/2013,,74,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/17/2013,,82,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/18/2013,,77,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/19/2013,,76,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/20/2013,,81,55
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/21/2013,,84,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/22/2013,,86,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/23/2013,,88,69
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/24/2013,,89,69
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/25/2013,,89,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/26/2013,,82,66
