WEATHER,LOCATION,DATE,TMAX,TAVG,TMIN
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/25/2014,,66,46
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/26/2014,,62,46
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/27/2014,,72,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/28/2014,,78,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/29/2014,,59,43
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/30/2014,,51,38
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",10/31/2014,,47,41
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/1/2014,,44,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/2/2014,,46,34
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/3/2014,,55,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/4/2014,,66,46
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/5/2014,,60,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/6/2014,,53,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/7/2014,,44,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/8/2014,,49,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/9/2014,,50,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/10/2014,,64,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/11/2014,,70,46
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/12/2014,,63,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/13/2014,,36,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/14/2014,,33,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/15/2014,,36,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/16/2014,,40,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/17/2014,,40,18
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/18/2014,,21,14
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/19/2014,,37,12
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/20/2014,,37,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/21/2014,,27,18
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/22/2014,,50,16
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/23/2014,,64,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/24/2014,,68,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/25/2014,,49,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/26/2014,,34,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/27/2014,,35,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/28/2014,,29,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/29/2014,,50,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",11/30/2014,,62,50
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/1/2014,,61,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/2/2014,,42,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/3/2014,,44,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/4/2014,,35,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/5/2014,,45,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/6/2014,,44,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/7/2014,,40,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/8/2014,,40,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/9/2014,,44,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/10/2014,,37,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/11/2014,,32,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/12/2014,,31,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/13/2014,,36,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/14/2014,,43,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/15/2014,,46,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/16/2014,,52,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/17/2014,,41,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/18/2014,,29,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/19/2014,,31,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/20/2014,,33,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/21/2014,,34,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/22/2014,,47,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/23/2014,,55,38
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/24/2014,,61,42
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/25/2014,,42,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/26/2014,,49,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/27/2014,,57,34
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/28/2014,,52,34
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/29/2014,,37,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/30/2014,,32,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",12/31/2014,,25,19
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/1/2015,,35,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/2/2015,,36,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/3/2015,,55,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/4/2015,,61,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/5/2015,,33,14
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/6/2015,,19,13
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/7/2015,,15,2
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/8/2015,,17,-1
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/9/2015,,22,6
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/10/2015,,16,0
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/11/2015,,37,10
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/12/2015,,36,27
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/13/2015,,27,13
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/14/2015,,25,14
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/15/2015,,30,17
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/16/2015,,35,21
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/17/2015,,50,17
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/18/2015,,44,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/19/2015,,37,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/20/2015,,36,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/21/2015,,35,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/22/2015,,34,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/23/2015,,35,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/24/2015,,31,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/25/2015,,35,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/26/2015,,31,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/27/2015,,22,17
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/28/2015,,22,11
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/29/2015,,37,14
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/30/2015,,31,11
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",1/31/2015,,26,7
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/1/2015,,36,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/2/2015,,40,12
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/3/2015,,26,8
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/4/2015,,43,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/5/2015,,25,8
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/6/2015,,27,5
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/7/2015,,46,23
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/8/2015,,53,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/9/2015,,46,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/10/2015,,34,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/11/2015,,36,18
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/12/2015,,32,5
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/13/2015,,19,2
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/14/2015,,28,3
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/15/2015,,6,-4
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/16/2015,,10,-6
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/17/2015,,19,3
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/18/2015,,20,5
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/19/2015,,7,-3
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/20/2015,,10,-7
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/21/2015,,34,7
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/22/2015,,33,26
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/23/2015,,26,2
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/24/2015,,27,-4
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/25/2015,,33,22
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/26/2015,,26,11
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/27/2015,,19,4
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",2/28/2015,,27,4
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/1/2015,,35,21
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/2/2015,,33,20
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/3/2015,,48,19
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/4/2015,,45,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/5/2015,,28,6
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/6/2015,,23,1
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/7/2015,,40,13
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/8/2015,,44,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/9/2015,,52,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/10/2015,,46,35
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/11/2015,,45,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/12/2015,,51,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/13/2015,,59,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/14/2015,,55,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/15/2015,,46,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/16/2015,,65,31
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/17/2015,,58,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/18/2015,,44,24
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/19/2015,,48,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/20/2015,,43,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/21/2015,,55,34
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/22/2015,,41,25
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/23/2015,,40,19
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/24/2015,,46,29
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/25/2015,,68,34
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/26/2015,,55,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/27/2015,,36,21
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/28/2015,,29,14
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/29/2015,,44,17
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/30/2015,,52,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3/31/2015,,61,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/1/2015,,58,28
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/2/2015,,69,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/3/2015,,64,41
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/4/2015,,48,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/5/2015,,63,39
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/6/2015,,72,41
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/7/2015,,62,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/8/2015,,70,56
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/9/2015,,75,55
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/10/2015,,68,50
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/11/2015,,57,43
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/12/2015,,68,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/13/2015,,81,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/14/2015,,62,50
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/15/2015,,66,46
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/16/2015,,61,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/17/2015,,69,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/18/2015,,77,51
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/19/2015,,70,51
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/20/2015,,74,50
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/21/2015,,58,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/22/2015,,51,36
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/23/2015,,43,33
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/24/2015,,55,30
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/25/2015,,53,32
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/26/2015,,61,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/27/2015,,48,37
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/28/2015,,64,38
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/29/2015,,70,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",4/30/2015,,60,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/1/2015,,67,47
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/2/2015,,73,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/3/2015,,76,51
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/4/2015,,81,51
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/5/2015,,75,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/6/2015,,83,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/7/2015,,84,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/8/2015,,87,61
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/9/2015,,86,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/10/2015,,87,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/11/2015,,86,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/12/2015,,73,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/13/2015,,53,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/14/2015,,68,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/15/2015,,78,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/16/2015,,76,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/17/2015,,79,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/18/2015,,83,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/19/2015,,76,51
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/20/2015,,56,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/21/2015,,54,45
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/22/2015,,66,44
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/23/2015,,72,40
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/24/2015,,80,49
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/25/2015,,84,61
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/26/2015,,79,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/27/2015,,81,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/28/2015,,80,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/29/2015,,86,61
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/30/2015,,84,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5/31/2015,,83,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/1/2015,,60,48
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/2/2015,,61,52
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/3/2015,,71,54
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/4/2015,,77,55
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/5/2015,,81,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/6/2015,,75,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/7/2015,,84,55
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/8/2015,,80,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/9/2015,,73,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/10/2015,,85,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/11/2015,,88,69
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/12/2015,,89,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/13/2015,,84,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/14/2015,,83,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/15/2015,,84,69
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/16/2015,,80,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/17/2015,,72,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/18/2015,,83,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/19/2015,,76,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/20/2015,,78,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/21/2015,,84,69
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/22/2015,,85,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/23/2015,,85,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/24/2015,,78,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/25/2015,,74,61
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/26/2015,,79,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/27/2015,,77,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/28/2015,,66,57
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/29/2015,,76,53
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",6/30/2015,,78,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/1/2015,,75,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/2/2015,,77,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/3/2015,,79,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/4/2015,,79,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/5/2015,,81,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/6/2015,,79,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/7/2015,,85,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/8/2015,,72,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/9/2015,,83,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/10/2015,,73,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/11/2015,,82,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/12/2015,,80,62
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/13/2015,,81,65
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/14/2015,,81,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/15/2015,,77,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/16/2015,,79,55
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/17/2015,,82,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/18/2015,,88,73
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/19/2015,,87,72
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/20/2015,,85,70
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/21/2015,,84,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/22/2015,,77,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/23/2015,,80,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/24/2015,,83,59
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/25/2015,,86,64
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/26/2015,,87,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/27/2015,,88,68
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/28/2015,,88,69
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/29/2015,,91,70
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/30/2015,,85,71
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",7/31/2015,,85,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/1/2015,,84,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/2/2015,,86,60
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/3/2015,,83,66
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/4/2015,,81,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/5/2015,,79,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/6/2015,,71,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/7/2015,,77,58
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/8/2015,,82,63
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/9/2015,,84,67
USW00014762,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",8/10/2015,,83,65
